obj,endobj,stream,endstream,xref,trailer,startxref,Page,Encrypt,ObjStm,JS,Javascript,AA,OpenAction,AcroForm,JBIG2Decode,RichMedia,Launch,EmbeddedFile,XFA,Colors,Class
0.012658227848101267,0.36455696202531646,0.3701657458563536,0.011049723756906077,0.0,1.0,0.6000000000000001,0.05405405405405406,0.0,0.09259259259259259,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.04050632911392405,0.29240506329113924,0.08287292817679558,0.011049723756906077,0.25,0.75,0.4,0.21621621621621623,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.016455696202531647,0.1569620253164557,0.23756906077348067,0.13259668508287292,0.25,0.5,0.6000000000000001,0.3783783783783784,0.0,0.12962962962962962,0.0,0.16666666666666666,0.25,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.08227848101265824,0.3259668508287293,0.11049723756906077,0.25,0.0,0.2,0.10810810810810811,0.0,0.0,0.2,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1
0.14810126582278482,0.09240506329113925,0.09392265193370165,0.08287292817679558,0.0,0.5,0.2,0.3783783783783784,0.0,1.0,0.0,0.16666666666666666,0.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.21265822784810126,0.025316455696202535,0.04419889502762431,0.04419889502762431,0.75,0.5,1.0,0.16216216216216217,0.0,0.12962962962962962,0.2,0.5,1.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0
0.089873417721519,0.04050632911392405,0.723756906077348,0.011049723756906077,0.5,0.25,1.0,0.4864864864864865,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.007594936708860759,0.24050632911392406,0.2154696132596685,0.07734806629834254,0.25,0.0,0.2,0.40540540540540543,0.0,0.2777777777777778,0.2,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.24050632911392406,0.0759493670886076,0.4530386740331492,0.03867403314917127,0.75,0.25,1.0,0.21621621621621623,0.0,0.2962962962962963,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0025316455696202536,0.14177215189873418,0.11049723756906077,0.18784530386740333,0.25,0.25,0.0,0.1891891891891892,0.0,0.7592592592592592,0.2,0.16666666666666666,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0
0.15316455696202533,0.11645569620253166,0.0055248618784530384,0.0718232044198895,0.75,0.5,0.2,0.02702702702702703,0.0,0.25925925925925924,0.0,0.16666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.005063291139240506,0.0189873417721519,0.4530386740331492,0.0718232044198895,0.25,0.75,1.0,0.10810810810810811,0.0,0.0,0.2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2531645569620253,0.027848101265822787,0.04419889502762431,0.04419889502762431,0.25,1.0,0.2,0.3783783783783784,0.0,0.05555555555555555,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.1,0.03670886075949367,0.011049723756906077,0.13812154696132595,0.25,0.5,0.4,0.02702702702702703,0.0,0.16666666666666666,0.4,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0
0.06582278481012659,0.27215189873417717,0.3259668508287293,0.016574585635359115,1.0,0.25,0.2,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
